document_id,clean_text,sentiment
11,"While Aftersun doesn't necessarily dive deep into the main subject matter, I think this works in its favour.Delicately unravelling the story of the two characters as they spend a holiday together in the 1990's. Scene by scene, we are given clues into Calum's mental health, and how he's subsequently battling with depression.What really makes this special is that it primarily plays out from the perspective of Sophie, his daughter. With a child's mind, it's harder to notice the emotional triggers and mood changes, which would be a red flag to any adult.While this film is definitely a slow burner, it works perfectly in this case. We are simply watching a father and daughter enjoy a seemingly normal holiday. Over time we see sneak peeks into Calum's mind, and how much he's struggling. But he's still trying to give Sophie the best holiday possible. You start to feel a slow tension building throughout the film, which hits (in my opinion) a really heavy ending.For me, in the final scene and following credits, I was left confused initially. But within a few seconds it all started to fall into place. With the final realisation that this was Sophie's last time she spent with her father before he (most likely) commit suicide. She watches back from a (now) adult perspective, and realises what her father was coping with - but was still trying his absolute best to make it special for her.This film wouldn't work if it was filmed in any other way. The slow pace really gives the viewer time to take in everything, as it's the small details that count here. An excellent film with excellent acting and a great soundtrack. Highly recommend.",positive
12,"This film crept up on me. I was worried it was a gimmicky art film (plus at the beginning the dialogue was hard to decipher) but as the film went on I was swept up in it - purely down to Paul Mescal's and Francesca Corio's performances. Achingly beautiful. I was crying without realising and also on the tube home - the tears just kept coming but it was nothing to do with me.Alison Willmore from Vulture at New York Magazine perfectly articulated what I felt :' It's about wanting to reach across time, and to meet a loved one in an impossible space where, for once, you're both on the same level, and you can finally understand them for who they are - or who they were.'",positive
13,"I am... actually speechless. And not because I cried, but because I don't know what to feel. I have a lot of thoughts after watching this movie, but I don't know how to grasp them. It's a very strange feeling I have witnessed only from a few movies I've watched in my life, and it isn't necessarily a bad feeling, but I'm just confused. A lot of things here are absolutely outstanding - the direction, the bond between the two main characters, and the screenplay. All this is great, I was entertained - in a very strange way. I maybe need a rewatch, I have to be older to fully appreciate the movie, but from the first watch, I'm more confused than pleased. But I would recommend watching it nonetheless, it's a beautiful piece of cinema for sure.",positive
14,"It's one thing for a movie to be subtle and nuanced, but it's something else entirely to be enigmatic and cryptic. And, regrettably, the debut feature from writer-director Charlotte Wells delivers more of the latter than the former. This melancholic character study tells the story of a woman (Celia Rowlson-Hall) who looks back 20 years to a vacation that her perky 11-year-old self (Frankie Corio) took with her young and loving but quietly troubled father (Paul Mescal). In doing so, it explores the subjects of memory, parent-child relationships, mental and emotional well-being, and the various senses of loss we all experience over time, topics that the protagonist's youthful counterpart may not have fully understood at the time but that her adult self now does. I wish I could say the same for myself, though; I often felt that I was being tasked to construct a narrative for the picture myself, based, essentially, on merely what was being shown to me, material that frequently comes across as underdeveloped and open to an array of interpretation in terms of both story line and character development. To put it simply, I didn't feel I was given enough substance to work with to accomplish that task, and it often left me feeling wanting, abandoned by the filmmaker, and, ultimately, uninterested. And, to complicate matters further, the film's poor sound quality regularly obscures the characters' dialogue behind their thick Scottish accents, and its often-dark, overly muddled cinematography made some images difficult to decipher at times. What's more, this offering's camera work - aimed at simulating glorified home movies, a fitting approach for telling this story - is packed with innocuous material. Indeed, who really cares about sitting through endless footage of the characters engaging in mundane activities like playing video games, eating ice cream and attempting to sing karaoke? The ""looking back in fondness"" factor in these supposedly touching segments is a little too inane to engender truly heart-tugging feelings, constituting cinematic padding more than anything integral or meaningful to the overall story. Considering all of the advance glowing reactions I had read about this release, I was really looking forward to it going in. Unfortunately, though, I came away from it almost as sad and disappointed as the protagonist herself.",negative
15,"""There's This Feeling, Once You Leave Where You Grew Up, That You Don't Totally Belong There Again""For the past few weeks, I've heard and read a lot about people's reactions to this film, and I have seen nothing but unhindered love and affection. I was worried, and the reason for my worry was not the sea of scepticism that swept through, but the overbearing expectations that slowly grew deep within my conscience. I was doubtful that the film would live up to it, but now that I've seen it, I can say with certainty that it did, and in ways I never assumed.When the movie ended and the credits began to roll, I sat there in silence, at a loss for words and deprived of any sensibility to express how I genuinely felt. Aside from providing insight into a depressed soul and breaking open a portal to a self-loathing person's innermost despair, the most impressive aspect for me is how it made an instant connection, how seamlessly the film put across its message without ever becoming preachy or condescending in its portrayal.The touching relationship between Paul and Frankie (as Calum & Sophie) adds so much to the story's inherent ambitions. For a long time, I forgot they were actors, coming from different backgrounds; it almost felt like I was watching a real-life father and daughter spending some quality time together, reminding me of those good old days when I used to do the same with my father.Perhaps it's the film's simplified depiction of reality or its overwhelming relatability that made me fall in love, and I can't get enough.",positive
16,"A moving film about a girl reminiscing on a holiday to Turkey taken with her estranged father 20 years prior. The use of music is terrific, the two central performances are very touchingly delivered (Paul Mescal and the young Frankie Corio). It is one of the films of 2022. The fact this is Charlotte Wells' debut feature is nothing more than astonishing. She delivers massive assurance and confidence in direction, which pushes the narrative forward very tenderly as the girl (Sophie) tries to reconcile her relationship with her father Callum in two separate timelines.Along the way we are given snippets of her father's troubles. Wells' very cleverly weaves in a subtext that works to a crescendo in the last 10 minutes which includes one of the most brilliant transition shots in recent cinema (not hyperbole, it really is brilliant). The viewer is invited to join the dots on what has happened between the two timelines and there are several clues that help.Wells' debut has a familiarity with the work of fellow Scottish director Lynne Ramsay, and in particular her film 'Morvern Callar'. This feels lie the birth of another great director.",positive
17,"I'm always happy when I see debut feature's from new filmmakers, Charlotte Wells is the newest addition to that list. After Lynne Ramsay and Ruth Paxton, here we have another brilliant Scottish Filmmaker with her feature debut ""Aftersun"" produced by Barry Jenkins and Adele Romanski. The story revolves around Sophie and her father Calum, a divorcee who must care for his minor daughter while coping with loneliness and mental health.The film opens with a handy cam footage of Calum where at first glance seems almost happy, until he is posed to answer a question by Sophie. The frame is paused, followed by glitches from the footage as we follow in flashback. Eleven-year-old Sophie vacationing with her dad. It is full of light, happy moments they shared between each other but it always fades into bitterness till the last goodbye.Don't think this is is yet another traumatic arthouse film with ambiguous narrative that drags out and goes nowhere. I promise you that this plot is smart, will immerse you avidly, sometimes choking on what is happening on the screen. Because it is very difficult to resist drawing parallels with real life. Some might feel this is a personal story or the life story of your friends is woven into the film.Firstly, the issues raised in the film like the coming-of-age, loneliness are not blown out of proportion or doesn't scream too loud. Even with the chic and sophisticated staging, filters the father-daughter relationship doesn't fall into the stereotypes. The bond between both is shot so beautifully unlike Hollywood directors who strongly exaggerate. On the one hand, i love how the director uses the location to reveal the characters, exposing the emptiness and with famous musical accompanies as background score.Secondly, kudos for Charlotte Wells as she cleverly registers emotions though it is never explained in dialogues. In fact, very little is explained in this atmospheric film. I loved the staging of a particular scene, Sophie takes a small glance through the keyhole as she watches girl ""hand job"" gesture while she brags about it with her friends. So many things would have gone wrong here but i appreciate Wells for drawing a line and keeping things delicate throughout the runtime.Coming to the performances, Paul Mescal is capable of transmitting tenacity and great fragility in the same shot as he stares into the abyss and the internal conflicts that lie dormant deep within him (the dance scene). He gives his best to hold the viewer in an atmosphere of melancholy and empathy. There are times when he does his best as a Father and especially the bare back shot of him sobbing is brilliant without excessive melodrama as the scene cuts to a letter he had written to Sophie.Frankie Corio is magnificent in her first acting debut as a 11-year-old, it seems like this was the role she was destined to play, a tailored made character. She is not too matured, whimsical or cute with dramatic intensity but does strike a balance with emotions and inhabits the typical 11- year-old mentality with lot of curiosity (liked how director used the Hookah pot instead of dumb question to register innocence). She hangs out with Michael, they don't introduce in the first meeting, it happens the second time. For me this ranks in the list of my favourite Child performances along with Stanislaw Rózewicz's Birth Certificate (1961), Shinji Sômai's Moving (1993), Dorota Kedzierzawska's Crows (1994), Patricio Kaulen's A Long Journey (1967), Kjell Grede's Hugo and Josephine (1967), Amir Naderi's The Runner (1984), Mariana Rondón's Bad Hair (2013), Yared Zeleke's Lamb (2015), Achero Mañas's El Bola
(2000), Tony Gatlif's Mondo (1995), Nabil Ayouch's Ali Zaoua: Prince of the Streets (2000), Héctor Babenco's Pixote (1980), Viktoras Starosas I Love the Headmistress (1978), Xhanfise Keko's Tomka and His Friends (1977), Maciej Dejczer's 300 Miles to Heaven (1989), Lynne Ramsay's Ratcatcher (1999), Byambasuren Davaa's The Cave of the Yellow Dog (2005), David Zellner's Kid-Thing (2012), Terence Davies's The Long Day Closes (1992), Samira Makhmalbaf's The Apple (1998), So Yong Kim's Treeless Mountain (2008), Céline Sciamma's Tomboy (2011), Andrés Wood's Machuca (2004), Catherine Breillat's Fat Girl (2001), Jacques Doillon's Ponette (1996), Akihiko Shiota Canary (2004), Manoel de Oliveira's Aniki-Bóbó (1942), Andrey Zvyagintsev's The Return (2003), Ken Loach's Kes (1969), Shane Meadows's This Is England (2006), Karel Kachyna's The High Wall (1964), Vittorio De Sica's The Children Are Watching Us (1944), Wojciech Marczewski's Weiser (2001), Jan Sverák's Kolya (1996), Petar Lalovic's Some Birds Can't Fly (1997), Pavel Chukhray The Thief (1997), Soo-il Jeon's With a Girl of Black Soil (2007), Louis Malle's Zazie dans le Metro (1960), Claude Jutra's Mon oncle Antoine (1971), François Truffaut's 400 Blows (1959), Lasse Hallström's My Life as a Dog (1985), Cary Joji Fukunaga's Beasts of No Nation (2015), ), Yoon Ga-eun's The World Of Us (2016), Ingmar Bergman's Fanny and Alexander (1982), Lev Golub's Devochka ishchet otsa/Girl Seeks Father (1959), Yuan Zhang's Little Red Flowers (2006) Sean Baker's The Florida Project (2017), Edward Yang's Yi Yi (2000) and Carlos Saura's Cria Cuervos (1976).Closing, i will not recommend this to everyone as some will find it boring. To those who love slow burn drama, be prepared to sail along to the Sunny side of Turkey as Wells paints a portrait of life, Mental illness and Fatherhood, to say the least, centered on a arthouse narrative. I guarantee that this film's sensitivity and making will strike you at heart with the symmetry of its two protagonists alone .",positive
18,"A teenage girl (Sophie) and her father (Calum) journey to a seaside resort in Turkey for a brief but momentous vacation. Since her parents are separated and she lives with her mother, Sophie rarely gets such an opportunity to spend time with her dad. As they swim and snorkel together, share meals and a room, and talk about important things in life, the two begin to truly bond. Happy and cherished memories are formed, yet problems such as depression, alcoholism, and doubt surface as well. Sophie and Calum attempt to ride the waves that lift them up but just as easily take them under.Aftersun is an intimate and moving portrait of a father and daughter relationship that, according to the director who was at this Toronto International Film Festival screening, is loosely based on real people and her own life. The camera work is intentionally unsteady and from the point of view of Sophie. The filming technique is meant to evoke the sensation of Sophie looking back on treasured memories as if they were in a picture show. There are occasional jumps forward in time of adult Sophie reflecting on what these memories mean to her. The personalities of the characters are gradually revealed so the audience has a chance to meditate on who they are.Aftersun is the feature debut for Charlotte Wells. It is deeply personal for her. It first appeared in Cannes. There is a tremendously moving dance sequence that alone is worth watching the entire film. While the mechanics of Aftersun (the acting, images, story construction, etc.) are more than sound, it really rises above the ordinary and is so stirring because of its central themes; how we shape the memories that we hold and the important things we wish to say to those we love but often don't get a chance to say. ""Live wherever you want and be whoever you want,"" Calum tells Sophie. ""You can talk to me about anything.""",positive
19,"There are a lot of people here that got emotional watching it. This movie touched their souls. Out of respect for them, i will be very careful as i write my review.I didn't connect with these characters. If i were a woman, or had a daughter, maybe i would empathize more. But i wouldn't bet on this because, generally, i don't need to connect in a personal level with the characters in order to enjoy a movie. I felt in distance because i couldn't understand what i was watching. There were no hints during the first hour that something is wrong. So, what was the point in watching a father and a daughter on their vacations? It was totally uninteresting. I watched it until the ending because acting was great, both Mescal and Corio were excellent. I was waiting for something to happen, and when it did happen, too little, too late. Last 20-25 minutes were more intense, for sure. But still, i couldn't understand the ending. I was searching in the web for an interpretation, what was the meaning of this? At some point, i thought about a different outcome, i thought that the father was a bad person. But, i got it wrong as it seems.There are some good scenes here. When the father and the daughter were dancing under the sound of David Bowie in the end, it was a sad and beautiful scene, especially when you listen to this particular song's lyrics. Chemistry was great, i really felt their love for each other.Subtlety is great when the director is skillful. But never go full subtle. This is a movie, not a poem. A certain level of connection with the events and the characters, is necessary. I love poetic/dream like/art movies. But in this case, i need a strong imagery, deep meanings, substance over style, beautiful cinematography etc. This movie didn't provide me anything of that.I hope i didn't offend anyone. I really don't care about downvoting but this movie's theme made me chose carefully my words because i respect what this movie mean to some people.",positive
20,"I will go against the tide with AFTERSUN and say I don't think it's a great movie. Written and directed by Sophie Wells, AFTERSUN tells the story of Sophie (Frankie Corio) reflecting on a summer holiday with her father (Calum, played by Paul Mescal) 20 years before. She reflects on a few key moments from the holiday while trying to reconcile the difference between her father when she was 12 years old and the father she has come to know since.The story is told partially through flashbacks and is primarily set in summertime, which gives the film a dreamy, nostalgic atmosphere. The cinematography captures the beauty of Turkey's landscapes with its sun-drenched beaches and vibrant colours. It's easy to feel immersed in Sophie's world as she reflects on her father, who was suffering from deep depression, which she was unaware of.Unfortunately, AFTERSUN fails to deliver a compelling story. The film's slow pace and lack of character development make it hard to connect with the characters. We don't get much insight into Sophie's life before or after her father, making it difficult to feel emotionally invested in their relationship.The dialogue is often stilted and awkward, which I attribute to Wells's inexperience as a writer-director. She also relies too heavily on flashbacks which become tedious after a while due to the lack of depth in the characters.AFTERSUN also suffers from a lack of narrative drive. There are no real stakes or tension in the story, which is essential for any drama to be successful. The film meanders through Sophie's memories without really going anywhere and eventually ends with an abrupt and unsatisfying resolution.The performances from Corio and Mescal are adequate but don't quite make up for the shortcomings in the script. Corio can capture Sophie's innocence and confusion as she reflects on her father's past. Mescal can also bring a sense of sadness and regret to the role, which helps make the relationship between Sophie and her father more believable.Overall, AFTERSUN falls short of being a compelling drama. It lacks narrative drive and character development and fails to tug at our heartstrings meaningfully. While it may have its moments of beauty, it doesn't quite make up for the lacklustre storytelling or overall experience.",negative
21,Sophie re-examines a vacation she had with her father some twenty years earlier using a video tape recorded by her father. Calum (Paul Mescal) is the father struggling with personal issues. Sophie (Frankie Corio) is the young girl enjoying her vacation with her father. She is unawares of her father's troubles.Most of this feels like a home movie. It's lacking in exposition. What it really needs is a plot element from the adult Sophie. This movie needs something from her to wrap around the old vacation. The goodness of this movie comes from the performers Mescal and newcomer Frankie Corio. That little girl is really good.,positive
22,"I cannot remember a time that a film made me cry. I can't even think of this movie without feeling knots in my throat.This is such a heartbreaking portrait of parenthood with depression, specifically the perpetual pursuit of keeping that side of you from your child, for the sake of making lasting memories with them.The little details and layers upon layers to the characters is just spectacular. The performances left me totally speechless. The subtlety and the natural flow of the dialogue and interactions takes a screenwriter with a DEEP understanding of the human condition.It isn't until we get older that we begin to understand the true anxiety and despair of being an adult, being our parents, and that the vision we had of our future selves at 11 years old was totally unrealistic and ridiculous, specifically for those of us whose anxiety and depression reveals itself to us later in life.",positive
